seed,scenario,origin,sku,unit,forecast_quantity,realized_regular_quantity,expected_regular_quantity,project_quantity,daily_absolute_error,daily_absolute_error_expectation,input_sha256,error
101,stable,2025-07-01,SKU-001,шт,230.16666666666666,222,224.0,0,62.44047619047619,15.119047619047628,25a45e98c45e9ae9a85f2de6b022b5f30c74c7b3b333c0f7bfdc6be5b4bfaffd,
101,stable,2025-07-01,SKU-002,шт,485.3333333333333,464,504.0,0,108.66666666666666,38.666666666666686,25a45e98c45e9ae9a85f2de6b022b5f30c74c7b3b333c0f7bfdc6be5b4bfaffd,
101,stable,2025-07-01,SKU-003,шт,1095.0,1116,1120.0,0,166.0,83.57142857142861,25a45e98c45e9ae9a85f2de6b022b5f30c74c7b3b333c0f7bfdc6be5b4bfaffd,
101,stable,2025-07-01,SKU-004,шт,2485.5,2463,2520.0,0,157.46428571428572,184.92857142857156,25a45e98c45e9ae9a85f2de6b022b5f30c74c7b3b333c0f7bfdc6be5b4bfaffd,
101,stable,2026-04-01,SKU-001,шт,218.8556065371904,218,224.0,0,56.204333138067284,6.996400420751456,1556995fde9a99f3caf873920228d53d8224ccad4f77c7c85aa94dd29ed9a3d8,
101,stable,2026-04-01,SKU-002,шт,492.00000000000006,488,504.0,0,93.71428571428572,37.71428571428572,1556995fde9a99f3caf873920228d53d8224ccad4f77c7c85aa94dd29ed9a3d8,
101,stable,2026-04-01,SKU-003,шт,1136.5,1154,1120.0,0,131.17857142857144,77.64285714285717,1556995fde9a99f3caf873920228d53d8224ccad4f77c7c85aa94dd29ed9a3d8,
101,stable,2026-04-01,SKU-004,шт,2503.1666666666665,2597,2520.0,0,271.0,182.40476190476204,1556995fde9a99f3caf873920228d53d8224ccad4f77c7c85aa94dd29ed9a3d8,
101,seasonal_growth,2025-07-01,SKU-001,шт,447.7792424559467,476,439.17714486861036,0,94.7141400367449,12.956621398116344,bdd79ed06e8d5c46009d55894c4db14bdbd10063c328110ceca0ef94ba568428,
101,seasonal_growth,2025-07-01,SKU-002,шт,536.7324526108599,492,539.7601652556782,0,113.00215178062292,7.031313435819666,bdd79ed06e8d5c46009d55894c4db14bdbd10063c328110ceca0ef94ba568428,
101,seasonal_growth,2025-07-01,SKU-003,шт,2489.616389930047,2613,2583.4385805467687,0,211.40323782517822,93.82219061672204,bdd79ed06e8d5c46009d55894c4db14bdbd10063c328110ceca0ef94ba568428,
101,seasonal_growth,2025-07-01,SKU-004,шт,2786.4991392517613,2715,2694.6245811467043,0,252.61975995860107,91.87455810505698,bdd79ed06e8d5c46009d55894c4db14bdbd10063c328110ceca0ef94ba568428,
101,seasonal_growth,2026-04-01,SKU-001,шт,298.0696381158867,337,327.36326474622877,0,74.40680105061398,29.29362663034211,9646e6e6335cc65ba7b5d424ee37ad725a1e1928f171c2ef75ed12de29db048f,
