seed,scenario,origin,sku,unit,forecast_quantity,realized_regular_quantity,expected_regular_quantity,project_quantity,daily_absolute_error,daily_absolute_error_expectation,input_sha256,error
101,stable,2025-07-01,SKU-001,шт,218.94734994734992,222,224.0,0,85.28290628290628,36.83050895050896,ce93d09dcb980c70daf3240118fce495e4a6ff2554ec44de9ee7360420a9606f,
101,stable,2025-07-01,SKU-002,шт,487.0526622054117,464,504.0,0,113.90340413151006,47.778120453884185,ce93d09dcb980c70daf3240118fce495e4a6ff2554ec44de9ee7360420a9606f,
101,stable,2025-07-01,SKU-003,шт,1104.455652173913,1116,1120.0,0,137.18434782608693,50.359130434782635,ce93d09dcb980c70daf3240118fce495e4a6ff2554ec44de9ee7360420a9606f,
101,stable,2025-07-01,SKU-004,шт,2486.258257758549,2463,2520.0,0,179.73450370247105,57.31365338214499,ce93d09dcb980c70daf3240118fce495e4a6ff2554ec44de9ee7360420a9606f,
101,stable,2026-04-01,SKU-001,шт,195.04369383328168,218,224.0,0,69.74403470715835,36.80131391385188,c3f2b4bef5e83e4df63c7c8db200dfea6107f11fecbdad7e160cabbc5302b994,
101,stable,2026-04-01,SKU-002,шт,502.36324479540565,488,504.0,0,97.3386934673367,26.398363244795398,c3f2b4bef5e83e4df63c7c8db200dfea6107f11fecbdad7e160cabbc5302b994,
101,stable,2026-04-01,SKU-003,шт,1154.3277386869795,1154,1120.0,0,138.67297140274997,62.126641275579324,c3f2b4bef5e83e4df63c7c8db200dfea6107f11fecbdad7e160cabbc5302b994,
101,stable,2026-04-01,SKU-004,шт,2450.9474155793246,2597,2520.0,0,258.000616004928,96.96583972671783,c3f2b4bef5e83e4df63c7c8db200dfea6107f11fecbdad7e160cabbc5302b994,
101,seasonal_growth,2025-07-01,SKU-001,шт,429.715635241951,476,439.17714486861036,0,101.85251590514748,25.284433061691068,9dbe3b5d3da8609b24c0a5850f47e50b45a0085a1f584b970e3692fae4be4a6d,
101,seasonal_growth,2025-07-01,SKU-002,шт,567.5758468335788,492,539.7601652556782,0,138.05301914580264,45.12898841382042,9dbe3b5d3da8609b24c0a5850f47e50b45a0085a1f584b970e3692fae4be4a6d,
101,seasonal_growth,2025-07-01,SKU-003,шт,2452.319337670018,2613,2583.4385805467687,0,242.24643068345017,148.7655624022225,9dbe3b5d3da8609b24c0a5850f47e50b45a0085a1f584b970e3692fae4be4a6d,
101,seasonal_growth,2025-07-01,SKU-004,шт,2805.6067360535444,2715,2694.6245811467043,0,258.51714715544506,110.9821549068402,9dbe3b5d3da8609b24c0a5850f47e50b45a0085a1f584b970e3692fae4be4a6d,
101,seasonal_growth,2026-04-01,SKU-001,шт,281.14864864864865,337,327.36326474622877,0,84.21814671814671,49.62030384247122,702ffbe30520dc6fe3f3174999327bfe7c23123d6c6067db8c84d7bfeeaa3d74,
101,seasonal_growth,2026-04-01,SKU-002,шт,549.2142857142857,557,540.6483077458925,0,128.14285714285714,41.238458492376886,702ffbe30520dc6fe3f3174999327bfe7c23123d6c6067db8c84d7bfeeaa3d74,
