seed,scenario,origin,sku,unit,forecast_quantity,realized_regular_quantity,expected_regular_quantity,project_quantity,daily_absolute_error,daily_absolute_error_expectation,input_sha256,error
101,stable,2025-07-01,SKU-001,шт,229.5,222,224.0,0,62.39285714285714,15.214285714285722,ce93d09dcb980c70daf3240118fce495e4a6ff2554ec44de9ee7360420a9606f,
101,stable,2025-07-01,SKU-002,шт,465.0,464,504.0,0,103.64285714285714,46.57714285714286,ce93d09dcb980c70daf3240118fce495e4a6ff2554ec44de9ee7360420a9606f,
101,stable,2025-07-01,SKU-003,шт,1088.5,1116,1120.0,0,166.25,84.50000000000003,ce93d09dcb980c70daf3240118fce495e4a6ff2554ec44de9ee7360420a9606f,
101,stable,2025-07-01,SKU-004,шт,2485.5,2463,2520.0,0,157.46428571428572,184.92857142857156,ce93d09dcb980c70daf3240118fce495e4a6ff2554ec44de9ee7360420a9606f,
101,stable,2026-04-01,SKU-001,шт,219.0,218,224.0,0,51.42857142857143,16.714285714285722,c3f2b4bef5e83e4df63c7c8db200dfea6107f11fecbdad7e160cabbc5302b994,
101,stable,2026-04-01,SKU-002,шт,487.99999999999994,488,504.0,0,92.28571428571428,38.285714285714306,c3f2b4bef5e83e4df63c7c8db200dfea6107f11fecbdad7e160cabbc5302b994,
101,stable,2026-04-01,SKU-003,шт,1136.5,1154,1120.0,0,131.17857142857144,77.64285714285717,c3f2b4bef5e83e4df63c7c8db200dfea6107f11fecbdad7e160cabbc5302b994,
101,stable,2026-04-01,SKU-004,шт,2466.0,2597,2520.0,0,274.7142857142857,187.71428571428584,c3f2b4bef5e83e4df63c7c8db200dfea6107f11fecbdad7e160cabbc5302b994,
101,seasonal_growth,2025-07-01,SKU-001,шт,483.5,476,439.17714486861036,0,87.60714285714286,47.347495618664,9dbe3b5d3da8609b24c0a5850f47e50b45a0085a1f584b970e3692fae4be4a6d,
101,seasonal_growth,2025-07-01,SKU-002,шт,536.0,492,539.7601652556782,0,109.14285714285714,37.811049776711165,9dbe3b5d3da8609b24c0a5850f47e50b45a0085a1f584b970e3692fae4be4a6d,
101,seasonal_growth,2025-07-01,SKU-003,шт,2276.0,2613,2583.4385805467687,0,375.28571428571416,315.07714176310026,9dbe3b5d3da8609b24c0a5850f47e50b45a0085a1f584b970e3692fae4be4a6d,
101,seasonal_growth,2025-07-01,SKU-004,шт,3303.5,2715,2694.6245811467043,0,594.5357142857144,608.8754188532956,9dbe3b5d3da8609b24c0a5850f47e50b45a0085a1f584b970e3692fae4be4a6d,
101,seasonal_growth,2026-04-01,SKU-001,шт,380.0,337,327.36326474622877,0,87.0,53.37204133722951,702ffbe30520dc6fe3f3174999327bfe7c23123d6c6067db8c84d7bfeeaa3d74,
101,seasonal_growth,2026-04-01,SKU-002,шт,539.0,557,540.6483077458925,0,127.5,38.94119702258431,702ffbe30520dc6fe3f3174999327bfe7c23123d6c6067db8c84d7bfeeaa3d74,
101,seasonal_growth,2026-04-01,SKU-003,шт,1761.0,2232,2284.835143479016,0,498.5714285714285,523.8351434790162,702ffbe30520dc6fe3f3174999327bfe7c23123d6c6067db8c84d7bfeeaa3d74,
101,seasonal_growth,2026-04-01,SKU-004,шт,4393.0,3519,3444.1499612302823,0,886.2142857142856,948.8500387697176,702ffbe30520dc6fe3f3174999327bfe7c23123d6c6067db8c84d7bfeeaa3d74,
101,intermittent,2025-07-01,SKU-001,шт,44.5,74,35.84,0,108.96428571428572,8.659999999999997,2a680e036549549e1e71e4cb5fb09a40fb2e458553f3d5f4814c7eda477f4e2e,
101,intermittent,2025-07-01,SKU-002,шт,100.5,45,80.64,0,117.96428571428572,19.860000000000007,2a680e036549549e1e71e4cb5fb09a40fb2e458553f3d5f4814c7eda477f4e2e,
101,intermittent,2025-07-01,SKU-003,шт,59.0,313,179.20000000000002,0,350.92857142857144,120.19999999999999,2a680e036549549e1e71e4cb5fb09a40fb2e458553f3d5f4814c7eda477f4e2e,
