seed,scenario,origin,sku,unit,forecast_quantity,realized_regular_quantity,expected_regular_quantity,project_quantity,daily_absolute_error,daily_absolute_error_expectation,input_sha256,error
909,stable,2025-07-01,SKU-001,шт,242.10344827586206,227,224.0,0,68.17241379310344,27.868374384236436,7e88f42736aa7a382ba4af4d86b980e5d73ff11bd6815d9de76be59cd204fe1a,
909,stable,2025-07-01,SKU-002,шт,527.1520367183017,531,504.0,0,106.61302352266206,37.51075157773951,7e88f42736aa7a382ba4af4d86b980e5d73ff11bd6815d9de76be59cd204fe1a,
909,stable,2025-07-01,SKU-003,шт,1073.488426363923,1113,1120.0,0,171.83588773257648,47.899274676758104,7e88f42736aa7a382ba4af4d86b980e5d73ff11bd6815d9de76be59cd204fe1a,
909,stable,2025-07-01,SKU-004,шт,2609.2822468793347,2417,2520.0,0,287.4729542302358,143.78904299583922,7e88f42736aa7a382ba4af4d86b980e5d73ff11bd6815d9de76be59cd204fe1a,
909,stable,2026-04-01,SKU-001,шт,221.0878048780488,223,224.0,0,60.15609756097561,26.325853658536587,b6e31411c3b9c6e25c06ac5fe2d0fc5f5bcd17aa9a4fb74320f44082685df148,
909,stable,2026-04-01,SKU-002,шт,545.9851725121187,502,504.0,0,101.14057599087542,41.98517251211864,b6e31411c3b9c6e25c06ac5fe2d0fc5f5bcd17aa9a4fb74320f44082685df148,
909,stable,2026-04-01,SKU-003,шт,1146.1082270127586,1135,1120.0,0,158.70347558293008,73.1290805103388,b6e31411c3b9c6e25c06ac5fe2d0fc5f5bcd17aa9a4fb74320f44082685df148,
909,stable,2026-04-01,SKU-004,шт,2551.9272263632797,2588,2520.0,0,241.88306338620188,73.0565319733229,b6e31411c3b9c6e25c06ac5fe2d0fc5f5bcd17aa9a4fb74320f44082685df148,
909,seasonal_growth,2025-07-01,SKU-001,шт,393.9202279202279,310,349.96745659971515,0,114.32315832315831,45.19199744793216,53aaf233f6a8f8fe161533aa06759762a5695dbf9e2c46b959701a453bc8501c,
909,seasonal_growth,2025-07-01,SKU-002,шт,1131.7963831212323,1187,1160.7819016569902,0,142.4126877810736,51.931243416094844,53aaf233f6a8f8fe161533aa06759762a5695dbf9e2c46b959701a453bc8501c,
909,seasonal_growth,2025-07-01,SKU-003,шт,2093.5365375797237,2098,2127.6030419506933,0,148.7453416149068,98.51946656985652,53aaf233f6a8f8fe161533aa06759762a5695dbf9e2c46b959701a453bc8501c,
909,seasonal_growth,2025-07-01,SKU-004,шт,2683.24258400559,2519,2660.091243284585,0,277.7716445404306,84.74533441947372,53aaf233f6a8f8fe161533aa06759762a5695dbf9e2c46b959701a453bc8501c,
909,seasonal_growth,2026-04-01,SKU-001,шт,303.3825944170772,267,290.70368578500734,0,66.26382047071704,35.97870183246606,acf6a08de933e536e7db8a1a41c21dc3dcae9a7b4dd61f9105e51896dc64a0f0,
909,seasonal_growth,2026-04-01,SKU-002,шт,1065.3815857661082,1151,1149.0340395744647,0,150.1122819139748,83.68659891272127,acf6a08de933e536e7db8a1a41c21dc3dcae9a7b4dd61f9105e51896dc64a0f0,
909,seasonal_growth,2026-04-01,SKU-003,шт,2579.343252799057,2558,2581.3887876688127,0,181.41388163986858,119.240534951043,acf6a08de933e536e7db8a1a41c21dc3dcae9a7b4dd61f9105e51896dc64a0f0,
909,seasonal_growth,2026-04-01,SKU-004,шт,2650.1421396111664,2604,2641.1828260531265,0,253.3967266887621,83.36228337627401,acf6a08de933e536e7db8a1a41c21dc3dcae9a7b4dd61f9105e51896dc64a0f0,
909,intermittent,2025-07-01,SKU-001,шт,0.8454011741682974,8,35.84,0,8.281800391389432,34.9945988258317,9d23eb1daac63c2fbde87b1ecfbc7d6f5eca412366e24183f2ad636beba259d3,
909,intermittent,2025-07-01,SKU-002,шт,3.257142857142857,88,80.64,0,89.27619047619048,77.38285714285713,9d23eb1daac63c2fbde87b1ecfbc7d6f5eca412366e24183f2ad636beba259d3,
909,intermittent,2025-07-01,SKU-003,шт,403.9849012775842,42,179.20000000000002,0,445.9849012775842,455.18490127758423,9d23eb1daac63c2fbde87b1ecfbc7d6f5eca412366e24183f2ad636beba259d3,
909,intermittent,2025-07-01,SKU-004,шт,134.1105871951669,540,403.2,0,670.9485743755986,357.5624696087821,9d23eb1daac63c2fbde87b1ecfbc7d6f5eca412366e24183f2ad636beba259d3,
909,intermittent,2026-04-01,SKU-001,шт,57.71268057784911,0,35.84,0,57.71268057784911,64.8469341894061,f5f448264b58d2eabf515497ba1a2e69d2dc784ce22d77299e2063d660e28c41,
909,intermittent,2026-04-01,SKU-002,шт,19.36529906080079,20,80.64,0,34.69896193771626,72.54683143845773,f5f448264b58d2eabf515497ba1a2e69d2dc784ce22d77299e2063d660e28c41,
909,intermittent,2026-04-01,SKU-003,шт,39.351351351351354,100,179.20000000000002,0,134.28571428571428,139.94749034749034,f5f448264b58d2eabf515497ba1a2e69d2dc784ce22d77299e2063d660e28c41,
909,intermittent,2026-04-01,SKU-004,шт,279.743498396865,409,403.2,0,688.743498396865,503.1847049044057,f5f448264b58d2eabf515497ba1a2e69d2dc784ce22d77299e2063d660e28c41,
909,new_product,2025-07-01,SKU-001,шт,274.0,219,224.0,0,74.42857142857144,50.000000000000014,1c53b06278bfd4abf734a86e3dbb7e4a1f7d567967b3f9d93c19f1ff6d4223d9,
909,new_product,2025-07-01,SKU-002,шт,533.7142857142858,514,504.0,0,70.73469387755102,37.21469387755103,1c53b06278bfd4abf734a86e3dbb7e4a1f7d567967b3f9d93c19f1ff6d4223d9,
909,new_product,2025-07-01,SKU-003,шт,1271.0,1082,1120.0,0,207.85714285714292,151.00000000000006,1c53b06278bfd4abf734a86e3dbb7e4a1f7d567967b3f9d93c19f1ff6d4223d9,
909,new_product,2025-07-01,SKU-004,шт,2735.333333333334,2503,2520.0,0,360.04761904761926,225.80952380952408,1c53b06278bfd4abf734a86e3dbb7e4a1f7d567967b3f9d93c19f1ff6d4223d9,
909,new_product,2026-04-01,SKU-001,шт,242.66666666666666,228,224.0,0,68.0,19.73333333333332,8b367991b27a21b0ce9d0679a1cf05019c5bca170bbe8e4a3102f87d01e5975d,
