seed,scenario,origin,sku,unit,forecast_quantity,realized_regular_quantity,expected_regular_quantity,project_quantity,daily_absolute_error,daily_absolute_error_expectation,input_sha256,error
909,stable,2025-07-01,SKU-001,шт,227.66666666666669,227,224.0,0,63.26190476190476,15.476190476190482,e8d667cda7c98b0b762347540194cb72bd1b346a0943b8f41e639d817db9fb0a,
909,stable,2025-07-01,SKU-002,шт,537.2733384188309,531,504.0,0,97.12352327674225,33.273338418830846,e8d667cda7c98b0b762347540194cb72bd1b346a0943b8f41e639d817db9fb0a,
909,stable,2025-07-01,SKU-003,шт,1098.5,1113,1120.0,0,176.3928571428571,83.07142857142861,e8d667cda7c98b0b762347540194cb72bd1b346a0943b8f41e639d817db9fb0a,
909,stable,2025-07-01,SKU-004,шт,2538.0,2417,2520.0,0,254.1428571428571,177.42857142857156,e8d667cda7c98b0b762347540194cb72bd1b346a0943b8f41e639d817db9fb0a,
909,stable,2026-04-01,SKU-001,шт,226.83333333333334,223,224.0,0,59.60714285714286,15.595238095238102,06bbd883e545dc1bf08d1b250be6f4dbaebaf4a2ee211eda30e1f37db6d9031c,
909,stable,2026-04-01,SKU-002,шт,522.8333333333334,502,504.0,0,112.69047619047619,34.37047619047621,06bbd883e545dc1bf08d1b250be6f4dbaebaf4a2ee211eda30e1f37db6d9031c,
909,stable,2026-04-01,SKU-003,шт,1115.6666666666667,1135,1120.0,0,153.0,80.61904761904765,06bbd883e545dc1bf08d1b250be6f4dbaebaf4a2ee211eda30e1f37db6d9031c,
909,stable,2026-04-01,SKU-004,шт,2528.8333333333335,2588,2520.0,0,318.73809523809524,178.73809523809535,06bbd883e545dc1bf08d1b250be6f4dbaebaf4a2ee211eda30e1f37db6d9031c,
909,seasonal_growth,2025-07-01,SKU-001,шт,337.38232562393915,310,349.96745659971515,0,84.74293259702989,12.620460438037215,419a1eeced3c3b9f76047008497319c439be2a022e14651ea260d6cdf50d40ce,
909,seasonal_growth,2025-07-01,SKU-002,шт,1110.0579163786151,1187,1160.7819016569902,0,141.31121698960467,50.72398527837499,419a1eeced3c3b9f76047008497319c439be2a022e14651ea260d6cdf50d40ce,
909,seasonal_growth,2025-07-01,SKU-003,шт,2148.3828779164023,2098,2127.6030419506933,0,169.72471997307258,25.337570835636214,419a1eeced3c3b9f76047008497319c439be2a022e14651ea260d6cdf50d40ce,
909,seasonal_growth,2025-07-01,SKU-004,шт,2658.8275289144,2519,2660.091243284585,0,258.3567404137988,16.654528658134637,419a1eeced3c3b9f76047008497319c439be2a022e14651ea260d6cdf50d40ce,
909,seasonal_growth,2026-04-01,SKU-001,шт,286.7939125002636,267,290.70368578500734,0,60.653823852668296,6.609745508085952,8d50bc60dc43d6dd6246f70ddea08a772eb0c6f2ed7abdcb52a663b3ef570fca,
909,seasonal_growth,2026-04-01,SKU-002,шт,1169.106887095941,1151,1149.0340395744647,0,120.17977582911362,21.601202701420206,8d50bc60dc43d6dd6246f70ddea08a772eb0c6f2ed7abdcb52a663b3ef570fca,
909,seasonal_growth,2026-04-01,SKU-003,шт,2678.8130851736564,2558,2581.3887876688127,0,201.05039054602884,97.42429750484402,8d50bc60dc43d6dd6246f70ddea08a772eb0c6f2ed7abdcb52a663b3ef570fca,
909,seasonal_growth,2026-04-01,SKU-004,шт,2644.0250987671325,2604,2641.1828260531265,0,233.13639140620364,11.132267393536523,8d50bc60dc43d6dd6246f70ddea08a772eb0c6f2ed7abdcb52a663b3ef570fca,
909,intermittent,2025-07-01,SKU-001,шт,7.5,8,35.84,0,13.892857142857142,28.340000000000003,462e2146bc1d2fc05b1775d480e604876f69eff300cbc762cf8ac034f69af8d1,
909,intermittent,2025-07-01,SKU-002,шт,30.66666666666667,88,80.64,0,107.71428571428572,49.97333333333333,462e2146bc1d2fc05b1775d480e604876f69eff300cbc762cf8ac034f69af8d1,
909,intermittent,2025-07-01,SKU-003,шт,225.33333333333331,42,179.20000000000002,0,251.23809523809524,46.13333333333332,462e2146bc1d2fc05b1775d480e604876f69eff300cbc762cf8ac034f69af8d1,
909,intermittent,2025-07-01,SKU-004,шт,618.0,540,403.2,0,991.5714285714287,214.80000000000004,462e2146bc1d2fc05b1775d480e604876f69eff300cbc762cf8ac034f69af8d1,
909,intermittent,2026-04-01,SKU-001,шт,52.16666666666667,0,35.84,0,52.16666666666667,16.326666666666668,9d2472ba4eddb0a9dcf31e580db87233c3ebde575b5f9c56370bf9159e7c1597,
909,intermittent,2026-04-01,SKU-002,шт,78.5,20,80.64,0,92.89285714285714,2.1400000000000023,9d2472ba4eddb0a9dcf31e580db87233c3ebde575b5f9c56370bf9159e7c1597,
909,intermittent,2026-04-01,SKU-003,шт,32.0,100,179.20000000000002,0,127.42857142857142,147.20000000000002,9d2472ba4eddb0a9dcf31e580db87233c3ebde575b5f9c56370bf9159e7c1597,
909,intermittent,2026-04-01,SKU-004,шт,409.6666666666667,409,403.2,0,701.6190476190476,6.466666666666669,9d2472ba4eddb0a9dcf31e580db87233c3ebde575b5f9c56370bf9159e7c1597,
909,new_product,2025-07-01,SKU-001,шт,274.0,219,224.0,0,74.42857142857144,50.000000000000014,11302ec3adb505d6a2673dbcfa41d61dd1d1bac2cdf16f33cff55d58c035c78c,
909,new_product,2025-07-01,SKU-002,шт,533.7142857142858,514,504.0,0,70.73469387755102,37.21469387755103,11302ec3adb505d6a2673dbcfa41d61dd1d1bac2cdf16f33cff55d58c035c78c,
909,new_product,2025-07-01,SKU-003,шт,1271.0,1082,1120.0,0,207.85714285714292,151.00000000000006,11302ec3adb505d6a2673dbcfa41d61dd1d1bac2cdf16f33cff55d58c035c78c,
909,new_product,2025-07-01,SKU-004,шт,2735.333333333334,2503,2520.0,0,360.04761904761926,225.80952380952408,11302ec3adb505d6a2673dbcfa41d61dd1d1bac2cdf16f33cff55d58c035c78c,
909,new_product,2026-04-01,SKU-001,шт,242.66666666666666,228,224.0,0,68.0,19.73333333333332,1d16d91faa71aaf729cfee758c4665df5fe09f864cd1a49acc088e6e948ba027,
909,new_product,2026-04-01,SKU-002,шт,486.33333333333337,521,504.0,0,124.26190476190476,38.52380952380953,1d16d91faa71aaf729cfee758c4665df5fe09f864cd1a49acc088e6e948ba027,
909,new_product,2026-04-01,SKU-003,шт,1249.6666666666665,1139,1120.0,0,138.35714285714283,129.6666666666666,1d16d91faa71aaf729cfee758c4665df5fe09f864cd1a49acc088e6e948ba027,
909,new_product,2026-04-01,SKU-004,шт,2777.3809523809523,2554,2520.0,0,333.0748299319728,257.38095238095224,1d16d91faa71aaf729cfee758c4665df5fe09f864cd1a49acc088e6e948ba027,
909,full_stockout,2025-07-01,SKU-001,шт,232.0937203679642,227,224.0,0,63.913809377217504,10.721015828724958,7ccd7f7106b734531df81ae0a621c40f8319f50d9cc9121f0c5d767c076e255e,
909,full_stockout,2025-07-01,SKU-002,шт,515.4559358766055,531,504.0,0,96.98836336160973,12.403862438827854,7ccd7f7106b734531df81ae0a621c40f8319f50d9cc9121f0c5d767c076e255e,
909,full_stockout,2025-07-01,SKU-003,шт,1136.7509816307545,1113,1120.0,0,170.40094942603267,20.39643059405271,7ccd7f7106b734531df81ae0a621c40f8319f50d9cc9121f0c5d767c076e255e,
909,full_stockout,2025-07-01,SKU-004,шт,2475.5555555555557,2417,2520.0,0,236.30158730158735,186.34920634920644,7ccd7f7106b734531df81ae0a621c40f8319f50d9cc9121f0c5d767c076e255e,
909,full_stockout,2026-04-01,SKU-001,шт,222.0,223,224.0,0,59.14285714285714,16.285714285714292,4a9fbc45d7f3b431ad7436d37f493b2a7c6b592045b3162026942396184fa893,
